Date,Value,week,year,month,day
8/2/18,7607.7,4,2018,8,2
8/3/18,7394.499167,5,2018,8,3
8/4/18,7247.769167,6,2018,8,4
8/5/18,7011.28,7,2018,8,5
8/6/18,6988.079167,1,2018,8,6
8/7/18,6993.513333,2,2018,8,7
8/8/18,6718.23,3,2018,8,8
8/9/18,6396.7725,4,2018,8,9
8/10/18,6396.494667,5,2018,8,10
8/11/18,6138.96,6,2018,8,11
8/12/18,6311.131667,7,2018,8,12
8/13/18,6347.07,1,2018,8,13
8/14/18,6252.13,2,2018,8,14
8/15/18,6362.676923,3,2018,8,15
8/16/18,6342.629231,4,2018,8,16
8/17/18,6312.75,5,2018,8,17
8/18/18,6436.720833,6,2018,8,18
8/19/18,6404.063333,7,2018,8,19
8/20/18,6486.58,1,2018,8,20
8/21/18,6401.246154,2,2018,8,21
8/22/18,6575.229167,3,2018,8,22
8/23/18,6354.57,4,2018,8,23
8/24/18,6543.645714,5,2018,8,24
8/25/18,6719.429231,6,2018,8,25
8/26/18,6738.27,7,2018,8,26
8/27/18,6719.266154,1,2018,8,27
8/28/18,7000.04,2,2018,8,28
8/29/18,7078.19,3,2018,8,29
8/30/18,6932.6625,4,2018,8,30
8/31/18,6981.946154,5,2018,8,31
9/1/18,7018.78,6,2018,9,1
9/2/18,7247.935385,7,2018,9,2
9/3/18,7260.949231,1,2018,9,3
9/4/18,7265.08,2,2018,9,4
9/5/18,7113.069231,3,2018,9,5
9/6/18,6433.271667,4,2018,9,6
9/7/18,6501.19,5,2018,9,7
9/8/18,6366.1075,6,2018,9,8
9/9/18,6286.425833,7,2018,9,9
9/10/18,6240.98,1,2018,9,10
9/11/18,6296.320833,2,2018,9,11
9/12/18,6273.1375,3,2018,9,12
9/13/18,6326.04,4,2018,9,13
9/14/18,6499.0625,5,2018,9,14
9/15/18,6518.655,6,2018,9,15
9/16/18,6522.39,7,2018,9,16
9/17/18,6400.600833,1,2018,9,17
9/18/18,6296.631667,2,2018,9,18
9/19/18,6342.39,3,2018,9,19
9/20/18,6418.562667,4,2018,9,20
9/21/18,6669.990833,5,2018,9,21
9/22/18,6756.12,6,2018,9,22
9/23/18,6710.445,7,2018,9,23
9/24/18,6639.304167,1,2018,9,24
9/25/18,6583.45,2,2018,9,25
9/26/18,6468.631667,3,2018,9,26
9/27/18,6535.476667,4,2018,9,27
9/28/18,6686.08,5,2018,9,28
9/29/18,6550.474167,6,2018,9,29
9/30/18,6593.135,7,2018,9,30
10/1/18,6611.02,1,2018,10,1
10/2/18,6562.641667,2,2018,10,2
10/3/18,6470.4025,3,2018,10,3
10/4/18,6483.73,4,2018,10,4
10/5/18,6568.549167,5,2018,10,5
10/6/18,6581.486667,6,2018,10,6
10/7/18,6573.62,7,2018,10,7
10/8/18,6618.567692,1,2018,10,8
10/9/18,6621.711667,2,2018,10,9
10/10/18,6626.85,3,2018,10,10
10/11/18,6248.635833,4,2018,10,11
10/12/18,6260.530833,5,2018,10,12
10/13/18,6247.0,6,2018,10,13
10/14/18,6299.399167,7,2018,10,14
10/15/18,6452.571667,1,2018,10,15
10/16/18,6599.17,2,2018,10,16
10/17/18,6596.276154,3,2018,10,17
10/18/18,6568.040769,4,2018,10,18
10/19/18,6509.61,5,2018,10,19
10/20/18,6488.825833,6,2018,10,20
10/21/18,6531.601667,7,2018,10,21
10/22/18,6504.78,1,2018,10,22
10/23/18,6481.426,2,2018,10,23
10/24/18,6508.31,3,2018,10,24
10/25/18,6489.77,4,2018,10,25
10/26/18,6473.753333,5,2018,10,26
10/27/18,6465.9175,6,2018,10,27
10/28/18,6457.21,7,2018,10,28
10/29/18,6382.668333,1,2018,10,29
10/30/18,6309.452857,2,2018,10,30
10/31/18,6301.61,3,2018,10,31
11/1/18,6342.280833,4,2018,11,1
11/2/18,6387.674167,5,2018,11,2
11/3/18,6390.42,6,2018,11,3
11/4/18,6391.873333,7,2018,11,4
11/5/18,6436.965,1,2018,11,5
11/6/18,6437.76,2,2018,11,6
11/7/18,6538.79,3,2018,11,7
11/8/18,6486.251667,4,2018,11,8
11/9/18,6444.97,5,2018,11,9
11/10/18,6399.033333,6,2018,11,10
11/11/18,6378.268333,7,2018,11,11
11/12/18,6408.53,1,2018,11,12
11/13/18,6372.063333,2,2018,11,13
11/14/18,6176.155,3,2018,11,14
11/15/18,5756.77,4,2018,11,15
11/16/18,5596.1925,5,2018,11,16
11/17/18,5558.243333,6,2018,11,17
11/18/18,5572.44,7,2018,11,18
11/19/18,5303.9425,1,2018,11,19
11/20/18,4671.97,2,2018,11,20
11/21/18,4491.98,3,2018,11,21
11/22/18,4548.7975,4,2018,11,22
11/23/18,4309.3375,5,2018,11,23
11/24/18,4352.98,6,2018,11,24
11/25/18,3823.511667,7,2018,11,25
11/26/18,3920.536667,1,2018,11,26
11/27/18,3793.35,2,2018,11,27
11/28/18,4103.453846,3,2018,11,28
11/29/18,4263.783333,4,2018,11,29
11/30/18,4278.77,5,2018,11,30
12/1/18,4116.7775,6,2018,12,1
12/2/18,4167.546667,7,2018,12,2
12/3/18,4140.6,1,2018,12,3
12/4/18,3961.493333,2,2018,12,4
12/5/18,3858.349167,3,2018,12,5
12/6/18,3744.98,4,2018,12,6
12/7/18,3405.643333,5,2018,12,7
12/8/18,3435.34,6,2018,12,8
12/9/18,3453.66,7,2018,12,9
12/10/18,3523.96,1,2018,12,10
12/11/18,3426.19,2,2018,12,11
12/12/18,3407.28,3,2018,12,12
12/13/18,3406.7625,4,2018,12,13
12/14/18,3278.374167,5,2018,12,14
12/15/18,3242.42,6,2018,12,15
12/16/18,3271.238333,7,2018,12,16
12/17/18,3392.405,1,2018,12,17
12/18/18,3556.54,2,2018,12,18
12/19/18,3808.0425,3,2018,12,19
12/20/18,3982.850833,4,2018,12,20
12/21/18,4135.19,5,2018,12,21
12/22/18,3910.973333,6,2018,12,22
12/23/18,4027.478333,7,2018,12,23
12/24/18,3995.17,1,2018,12,24
12/25/18,3813.88,2,2018,12,25
12/26/18,3825.379167,3,2018,12,26
12/27/18,3848.21,4,2018,12,27
12/28/18,3743.905,5,2018,12,28
12/29/18,3912.285833,6,2018,12,29
12/30/18,3770.36,7,2018,12,30
12/31/18,3791.545833,1,2018,12,31
1/1/19,3752.271667,2,2019,1,1
1/2/19,3855.88,3,2019,1,2
1/3/19,3865.7975,4,2019,1,3
1/4/19,3822.626667,5,2019,1,4
1/5/19,3856.62,6,2019,1,5
1/6/19,3920.456667,7,2019,1,6
1/7/19,4036.093333,1,2019,1,7
1/8/19,4032.25,2,2019,1,8
1/9/19,4034.138333,3,2019,1,9
1/10/19,3812.585833,4,2019,1,10
1/11/19,3646.25,5,2019,1,11
1/12/19,3646.345833,6,2019,1,12
1/13/19,3599.841667,7,2019,1,13
1/14/19,3531.96,1,2019,1,14
1/15/19,3656.785,2,2019,1,15
1/16/19,3621.270833,3,2019,1,16
1/17/19,3621.43,4,2019,1,17
1/18/19,3632.395,5,2019,1,18
1/19/19,3690.523333,6,2019,1,19
1/20/19,3703.98,7,2019,1,20
1/21/19,3548.4275,1,2019,1,21
1/22/19,3540.02,2,2019,1,22
1/23/19,3587.35,3,2019,1,23
1/24/19,3566.4,4,2019,1,24
1/25/19,3586.25,5,2019,1,25
1/26/19,3577.79,6,2019,1,26
1/27/19,3576.3,7,2019,1,27
1/28/19,3554.5,1,2019,1,28
1/29/19,3448.58,2,2019,1,29
1/30/19,3421.6,3,2019,1,30
1/31/19,3470.0,4,2019,1,31
2/1/19,3444.81,5,2019,2,1
2/2/19,3475.33,6,2019,2,2
2/3/19,3506.22,7,2019,2,3
2/4/19,3456.02,1,2019,2,4
2/5/19,3452.35,2,2019,2,5
2/6/19,3467.34,3,2019,2,6
2/7/19,3405.7,4,2019,2,7
2/8/19,3394.76,5,2019,2,8
2/9/19,3661.08,6,2019,2,9
2/10/19,3664.38,7,2019,2,10
2/11/19,3686.29,1,2019,2,11
2/12/19,3629.47,2,2019,2,12
2/13/19,3632.42,3,2019,2,13
2/14/19,3614.5,4,2019,2,14
2/15/19,3600.31,5,2019,2,15
2/16/19,3608.2,6,2019,2,16
2/17/19,3619.55,7,2019,2,17
2/18/19,3670.74,1,2019,2,18
2/19/19,3910.8,2,2019,2,19
2/20/19,3926.53,3,2019,2,20
2/21/19,3987.18,4,2019,2,21
2/22/19,3944.88,5,2019,2,22
2/23/19,3983.48,6,2019,2,23
2/24/19,4139.6,7,2019,2,24
2/25/19,3766.89,1,2019,2,25
2/26/19,3848.33,2,2019,2,26
2/27/19,3831.45,3,2019,2,27
2/28/19,3833.23,4,2019,2,28
3/1/19,3850.08,5,2019,3,1
3/2/19,3834.62,6,2019,3,2
3/3/19,3831.44,7,2019,3,3
3/4/19,3814.58,1,2019,3,4
3/5/19,3730.98,2,2019,3,5
3/6/19,3872.25,3,2019,3,6
3/7/19,3876.85,4,2019,3,7
3/8/19,3886.82,5,2019,3,8
3/9/19,3875.96,6,2019,3,9
3/10/19,3950.56,7,2019,3,10
3/11/19,3928.17,1,2019,3,11
3/12/19,3881.09,2,2019,3,12
3/13/19,3892.51,3,2019,3,13
3/14/19,3877.77,4,2019,3,14
3/15/19,3885.21,5,2019,3,15
3/16/19,3936.5,6,2019,3,16
3/17/19,4015.95,7,2019,3,17
3/18/19,3994.92,1,2019,3,18
3/19/19,3998.77,2,2019,3,19
3/20/19,4029.11,3,2019,3,20
3/21/19,4056.4,4,2019,3,21
3/22/19,3992.34,5,2019,3,22
3/23/19,3999.06,6,2019,3,23
3/24/19,4011.92,7,2019,3,24
3/25/19,3994.11,1,2019,3,25
3/26/19,3935.89,2,2019,3,26
3/27/19,3947.74,3,2019,3,27
3/28/19,4048.51,4,2019,3,28
3/29/19,4037.37,5,2019,3,29
3/30/19,4115.55,6,2019,3,30
3/31/19,4114.44,7,2019,3,31
4/1/19,4114.16,1,2019,4,1
4/2/19,4152.53,2,2019,4,2
4/3/19,4882.88,3,2019,4,3
4/4/19,4959.81,4,2019,4,4
4/5/19,4911.24,5,2019,4,5
4/6/19,5028.77,6,2019,4,6
4/7/19,5053.52,7,2019,4,7
4/8/19,5189.39,1,2019,4,8
4/9/19,5268.71,2,2019,4,9
4/10/19,5175.81,3,2019,4,10
4/11/19,5310.18,4,2019,4,11
4/12/19,5035.02,5,2019,4,12
4/13/19,5072.85,6,2019,4,13
4/14/19,5064.62,7,2019,4,14
4/15/19,5152.51,1,2019,4,15
4/16/19,5036.18,2,2019,4,16
4/17/19,5196.65,3,2019,4,17
4/18/19,5220.37,4,2019,4,18
4/19/19,5276.31,5,2019,4,19
4/20/19,5277.04,6,2019,4,20
4/21/19,5309.28,7,2019,4,21
4/22/19,5281.83,1,2019,4,22
4/23/19,5377.19,2,2019,4,23
4/24/19,5518.16,3,2019,4,24
4/25/19,5434.19,4,2019,4,25
4/26/19,5195.61,5,2019,4,26
4/27/19,5292.83,6,2019,4,27
4/28/19,5280.19,7,2019,4,28
4/29/19,5301.29,1,2019,4,29
4/30/19,5260.65,2,2019,4,30
5/1/19,5269.79,3,2019,5,1
5/2/19,5326.67,4,2019,5,2
5/3/19,5390.16,5,2019,5,3
5/4/19,5657.14,6,2019,5,4
5/5/19,5771.08,7,2019,5,5
5/6/19,5717.66,1,2019,5,6
5/7/19,5684.47,2,2019,5,7
5/8/19,5755.72,3,2019,5,8
5/9/19,5936.72,4,2019,5,9
5/10/19,6146.91,5,2019,5,10
5/11/19,6348.02,6,2019,5,11
5/12/19,7248.31,7,2019,5,12
5/13/19,6978.63,1,2019,5,13
5/14/19,7823.11,2,2019,5,14
5/15/19,7992.69,3,2019,5,15
5/16/19,8206.9,4,2019,5,16
5/17/19,7885.96,5,2019,5,17
5/18/19,7362.22,6,2019,5,18
5/19/19,7265.05,7,2019,5,19
5/20/19,8193.7,1,2019,5,20
5/21/19,8007.03,2,2019,5,21
5/22/19,7952.5,3,2019,5,22
5/23/19,7625.93,4,2019,5,23
5/24/19,7880.29,5,2019,5,24
5/25/19,8003.26,6,2019,5,25
5/26/19,8071.45,7,2019,5,26
5/27/19,8744.42,1,2019,5,27
5/28/19,8770.06,2,2019,5,28
5/29/19,8719.88,3,2019,5,29
5/30/19,8662.98,4,2019,5,30
5/31/19,8272.46,5,2019,5,31
6/1/19,8553.81,6,2019,6,1
6/2/19,8554.8,7,2019,6,2
6/3/19,8739.03,1,2019,6,3
6/4/19,8134.92,2,2019,6,4
6/5/19,7675.8,3,2019,6,5
6/6/19,7786.04,4,2019,6,6
6/7/19,7803.23,5,2019,6,7
6/8/19,7998.29,6,2019,6,8
6/9/19,7931.34,7,2019,6,9
6/10/19,7640.61,1,2019,6,10
6/11/19,8020.38,2,2019,6,11
6/12/19,7917.58,3,2019,6,12
6/13/19,8173.06,4,2019,6,13
6/14/19,8237.88,5,2019,6,14
6/15/19,8693.6,6,2019,6,15
6/16/19,8859.47,7,2019,6,16
6/17/19,8978.99,1,2019,6,17
6/18/19,9327.48,2,2019,6,18
6/19/19,9076.18,3,2019,6,19
6/20/19,9281.7,4,2019,6,20
6/21/19,9531.35,5,2019,6,21
6/22/19,10209.38,6,2019,6,22
6/23/19,10668.63,7,2019,6,23
6/24/19,10814.48,1,2019,6,24
6/25/19,11017.5,2,2019,6,25
6/26/19,11766.4,3,2019,6,26
6/27/19,12932.55,4,2019,6,27
6/28/19,11132.85,5,2019,6,28
6/29/19,12374.35,6,2019,6,29
6/30/19,11890.38,7,2019,6,30
7/1/19,10737.73,1,2019,7,1
7/2/19,10578.72,2,2019,7,2
7/3/19,10805.4,3,2019,7,3
7/4/19,11984.76,4,2019,7,4
7/5/19,11160.49,5,2019,7,5
7/6/19,10955.16,6,2019,7,6
7/7/19,11232.04,7,2019,7,7
7/8/19,11477.01,1,2019,7,8
7/9/19,12313.08,2,2019,7,9
7/10/19,12586.78,3,2019,7,10
7/11/19,12099.9,4,2019,7,11
7/12/19,11352.87,5,2019,7,12
7/13/19,11803.97,6,2019,7,13
7/14/19,11389.1,7,2019,7,14
7/15/19,10186.96,1,2019,7,15
7/16/19,10873.5,2,2019,7,16
7/17/19,9397.72,3,2019,7,17
7/18/19,9674.28,4,2019,7,18
7/19/19,10638.56,5,2019,7,19
7/20/19,10535.75,6,2019,7,20
7/21/19,10764.9,7,2019,7,21
7/22/19,10587.41,1,2019,7,22
7/23/19,10323.62,2,2019,7,23
7/24/19,9844.3,3,2019,7,24
7/25/19,9772.17,4,2019,7,25
7/26/19,9875.17,5,2019,7,26
7/27/19,9848.65,6,2019,7,27
7/28/19,9473.99,7,2019,7,28
7/29/19,9530.0,1,2019,7,29
7/30/19,9501.33,2,2019,7,30
7/31/19,9589.13,3,2019,7,31
8/1/19,10084.7,4,2019,8,1
8/2/19,10407.17,5,2019,8,2
8/3/19,10529.55,6,2019,8,3
8/4/19,10814.57,7,2019,8,4
8/5/19,10980.23,1,2019,8,5
8/6/19,11787.99,2,2019,8,6
8/7/19,11465.67,3,2019,8,7
8/8/19,11960.82,4,2019,8,8
8/9/19,11996.41,5,2019,8,9
8/10/19,11856.64,6,2019,8,10
8/11/19,11282.22,7,2019,8,11
8/12/19,11566.84,1,2019,8,12
8/13/19,11386.26,2,2019,8,13
8/14/19,10858.12,3,2019,8,14
8/15/19,10016.96,4,2019,8,15
8/16/19,10302.17,5,2019,8,16
8/17/19,10359.44,6,2019,8,17
8/18/19,10214.52,7,2019,8,18
8/19/19,10317.6,1,2019,8,19
8/20/19,10917.26,2,2019,8,20
8/21/19,10760.56,3,2019,8,21
8/22/19,10129.4,4,2019,8,22
8/23/19,10111.98,5,2019,8,23
8/24/19,10405.81,6,2019,8,24
8/25/19,10143.8,7,2019,8,25
8/26/19,10135.06,1,2019,8,26
8/27/19,10360.28,2,2019,8,27
8/28/19,10171.95,3,2019,8,28
8/29/19,9717.82,4,2019,8,29
8/30/19,9484.55,5,2019,8,30
8/31/19,9577.99,6,2019,8,31
9/1/19,9600.9,7,2019,9,1
9/2/19,9769.79,1,2019,9,2
9/3/19,10386.64,2,2019,9,3
9/4/19,10621.29,3,2019,9,4
9/5/19,10584.16,4,2019,9,5
9/6/19,10577.8,5,2019,9,6
9/7/19,10317.47,6,2019,9,7
9/8/19,10487.21,7,2019,9,8
9/9/19,10406.31,1,2019,9,9
9/10/19,10313.66,2,2019,9,10
9/11/19,10101.03,3,2019,9,11
9/12/19,10159.32,4,2019,9,12
9/13/19,10420.16,5,2019,9,13
9/14/19,10363.9,6,2019,9,14
9/15/19,10361.33,7,2019,9,15
9/16/19,10310.43,1,2019,9,16
9/17/19,10265.63,2,2019,9,17
9/18/19,10190.36,3,2019,9,18
9/19/19,10157.59,4,2019,9,19
9/20/19,10275.88,5,2019,9,20
9/21/19,10173.11,6,2019,9,21
9/22/19,9979.49,7,2019,9,22
9/23/19,10033.05,1,2019,9,23
9/24/19,9683.38,2,2019,9,24
9/25/19,8553.61,3,2019,9,25
9/26/19,8432.23,4,2019,9,26
9/27/19,8055.64,5,2019,9,27
9/28/19,8193.9,6,2019,9,28
9/29/19,8225.0,7,2019,9,29
9/30/19,8056.74,1,2019,9,30
10/1/19,8307.74,2,2019,10,1
10/2/19,8322.92,3,2019,10,2
10/3/19,8382.03,4,2019,10,3
10/4/19,8236.17,5,2019,10,4
10/5/19,8155.48,6,2019,10,5
10/6/19,8147.69,7,2019,10,6
10/7/19,7869.74,1,2019,10,7
10/8/19,8212.02,2,2019,10,8
10/9/19,8190.0,3,2019,10,9
10/10/19,8587.92,4,2019,10,10
10/11/19,8586.9,5,2019,10,11
10/12/19,8269.73,6,2019,10,12
10/13/19,8308.01,7,2019,10,13
10/14/19,8283.76,1,2019,10,14
10/15/19,8353.54,2,2019,10,15
10/16/19,8162.16,3,2019,10,16
10/17/19,8002.51,4,2019,10,17
10/18/19,8076.78,5,2019,10,18
10/19/19,7954.15,6,2019,10,19
10/20/19,7960.04,7,2019,10,20
10/21/19,8231.06,1,2019,10,21
10/22/19,8222.52,2,2019,10,22
10/23/19,8026.76,3,2019,10,23
10/24/19,7469.56,4,2019,10,24
10/25/19,7431.88,5,2019,10,25
10/26/19,8666.79,6,2019,10,26
10/27/19,9259.8,7,2019,10,27
10/28/19,9551.54,1,2019,10,28
10/29/19,9218.76,2,2019,10,29
10/30/19,9433.35,3,2019,10,30
10/31/19,9164.62,4,2019,10,31
11/1/19,9147.98,5,2019,11,1
11/2/19,9252.99,6,2019,11,2
11/3/19,9301.18,7,2019,11,3
11/4/19,9206.16,1,2019,11,4
11/5/19,9418.05,2,2019,11,5
11/6/19,9310.19,3,2019,11,6
11/7/19,9343.34,4,2019,11,7
11/8/19,9204.24,5,2019,11,8
11/9/19,8766.04,6,2019,11,9
11/10/19,8809.41,7,2019,11,10
11/11/19,9037.12,1,2019,11,11
11/12/19,8717.81,2,2019,11,12
11/13/19,8801.52,3,2019,11,13
11/14/19,8762.42,4,2019,11,14
11/15/19,8632.32,5,2019,11,15
11/16/19,8457.69,6,2019,11,16
11/17/19,8482.7,7,2019,11,17
11/18/19,8503.93,1,2019,11,18
11/19/19,8175.99,2,2019,11,19
11/20/19,8120.8,3,2019,11,20
11/21/19,8081.81,4,2019,11,21
11/22/19,7617.07,5,2019,11,22
11/23/19,7286.35,6,2019,11,23
11/24/19,7324.03,7,2019,11,24
11/25/19,6907.4,1,2019,11,25
11/26/19,7130.25,2,2019,11,26
11/27/19,7163.63,3,2019,11,27
11/28/19,7523.83,4,2019,11,28
11/29/19,7431.0,5,2019,11,29
11/30/19,7757.47,6,2019,11,30
12/1/19,7557.72,7,2019,12,1
12/2/19,7402.69,1,2019,12,2
12/3/19,7309.59,2,2019,12,3
12/4/19,7296.77,3,2019,12,4
12/5/19,7192.85,4,2019,12,5
12/6/19,7395.97,5,2019,12,6
12/7/19,7547.19,6,2019,12,7
12/8/19,7504.83,7,2019,12,8
12/9/19,7522.39,1,2019,12,9
12/10/19,7337.42,2,2019,12,10
12/11/19,7220.76,3,2019,12,11
12/12/19,7202.31,4,2019,12,12
12/13/19,7189.16,5,2019,12,13
12/14/19,7251.87,6,2019,12,14
12/15/19,7067.74,7,2019,12,15
12/16/19,7111.14,1,2019,12,16
12/17/19,6879.54,2,2019,12,17
12/18/19,6612.12,3,2019,12,18
12/19/19,7284.29,4,2019,12,19
12/20/19,7150.86,5,2019,12,20
12/21/19,7190.17,6,2019,12,21
12/22/19,7143.2,7,2019,12,22
12/23/19,7514.41,1,2019,12,23
12/24/19,7322.08,2,2019,12,24
12/25/19,7250.69,3,2019,12,25
12/26/19,7192.72,4,2019,12,26
12/27/19,7194.4,5,2019,12,27
12/28/19,7243.93,6,2019,12,28
12/29/19,7301.07,7,2019,12,29
12/30/19,7385.36,1,2019,12,30
12/31/19,7219.6,2,2019,12,31
1/1/20,7168.31,3,2020,1,1
1/2/20,7175.68,4,2020,1,2
1/3/20,6944.33,5,2020,1,3
1/4/20,7326.35,6,2020,1,4
1/5/20,7347.89,7,2020,1,5
1/6/20,7351.57,1,2020,1,6
1/7/20,7759.24,2,2020,1,7
1/8/20,8165.47,3,2020,1,8
1/9/20,8042.65,4,2020,1,9
1/10/20,7817.92,5,2020,1,10
1/11/20,8184.66,6,2020,1,11
1/12/20,8021.49,7,2020,1,12
1/13/20,8173.97,1,2020,1,13
1/14/20,8105.24,2,2020,1,14
1/15/20,8842.42,3,2020,1,15
1/16/20,8813.89,4,2020,1,16
1/17/20,8722.03,5,2020,1,17
1/18/20,8900.34,6,2020,1,18
1/19/20,8910.85,7,2020,1,19
1/20/20,8703.36,1,2020,1,20
1/21/20,8626.47,2,2020,1,21
1/22/20,8722.26,3,2020,1,22
1/23/20,8658.94,4,2020,1,23
1/24/20,8388.11,5,2020,1,24
1/25/20,8428.17,6,2020,1,25
1/26/20,8327.36,7,2020,1,26
1/27/20,8588.42,1,2020,1,27
1/28/20,8895.78,2,2020,1,28
1/29/20,9385.69,3,2020,1,29
1/30/20,9279.81,4,2020,1,30
1/31/20,9502.37,5,2020,1,31
2/1/20,9333.77,6,2020,2,1
2/2/20,9378.09,7,2020,2,2
2/3/20,9314.56,1,2020,2,3
2/4/20,9162.14,2,2020,2,4
2/5/20,9162.14,3,2020,2,5
2/6/20,9614.9,4,2020,2,6
2/7/20,9755.66,5,2020,2,7
2/8/20,9807.54,6,2020,2,8
2/9/20,9907.12,7,2020,2,9
2/10/20,10162.41,1,2020,2,10
2/11/20,9854.79,2,2020,2,11
2/12/20,10275.38,3,2020,2,12
2/13/20,10354.3,4,2020,2,13
2/14/20,10242.43,5,2020,2,14
2/15/20,10368.53,6,2020,2,15
2/16/20,9904.17,7,2020,2,16
2/17/20,9937.67,1,2020,2,17
2/18/20,9703.93,2,2020,2,18
2/19/20,10180.65,3,2020,2,19
2/20/20,9604.72,4,2020,2,20
2/21/20,9606.86,5,2020,2,21
2/22/20,9696.58,6,2020,2,22
2/23/20,9669.63,7,2020,2,23
2/24/20,9989.39,1,2020,2,24
2/25/20,9663.75,2,2020,2,25
2/26/20,9309.15,3,2020,2,26
2/27/20,8785.52,4,2020,2,27
2/28/20,8804.72,5,2020,2,28
2/29/20,8712.35,6,2020,2,29
3/1/20,8534.17,7,2020,3,1
3/2/20,8912.82,1,2020,3,2
3/3/20,8912.82,2,2020,3,3
3/4/20,8754.34,3,2020,3,4
3/5/20,8758.9,4,2020,3,5
3/6/20,9067.39,5,2020,3,6
3/7/20,9155.89,6,2020,3,7
3/8/20,8898.63,7,2020,3,8
3/9/20,8039.38,1,2020,3,9
3/10/20,7931.94,2,2020,3,10
3/11/20,7885.46,3,2020,3,11
3/12/20,7936.65,4,2020,3,12
3/13/20,4830.21,5,2020,3,13
3/14/20,5609.03,6,2020,3,14
3/15/20,5166.26,7,2020,3,15
3/16/20,5348.44,1,2020,3,16
3/17/20,5026.35,2,2020,3,17
3/18/20,5357.61,3,2020,3,18
3/19/20,5410.23,4,2020,3,19
3/20/20,6195.2,5,2020,3,20
3/21/20,6226.44,6,2020,3,21
3/22/20,6189.85,7,2020,3,22
3/23/20,5822.62,1,2020,3,23
3/24/20,6502.16,2,2020,3,24
3/25/20,6768.49,3,2020,3,25
3/26/20,6698.46,4,2020,3,26
3/27/20,6763.75,5,2020,3,27
3/28/20,6369.09,6,2020,3,28
3/29/20,6260.95,7,2020,3,29
3/30/20,5885.41,1,2020,3,30
3/31/20,6405.29,2,2020,3,31
4/1/20,6428.28,3,2020,4,1
4/2/20,6652.87,4,2020,4,2
4/3/20,6809.11,5,2020,4,3
4/4/20,6741.67,6,2020,4,4
4/5/20,6871.69,7,2020,4,5
4/6/20,6777.44,1,2020,4,6
4/7/20,7343.2,2,2020,4,7
4/8/20,7205.55,3,2020,4,8
4/9/20,7365.03,4,2020,4,9
4/10/20,7293.69,5,2020,4,10
4/11/20,6873.24,6,2020,4,11
4/12/20,6891.6,7,2020,4,12
4/13/20,6915.37,1,2020,4,13
4/14/20,6857.66,2,2020,4,14
4/15/20,6871.95,3,2020,4,15
4/16/20,6623.8,4,2020,4,16
4/17/20,7112.27,5,2020,4,17
4/18/20,7034.89,6,2020,4,18
4/19/20,7259.36,7,2020,4,19
4/20/20,7130.04,1,2020,4,20
4/21/20,6840.24,2,2020,4,21
4/22/20,6852.52,3,2020,4,22
4/23/20,7130.99,4,2020,4,23
4/24/20,7477.6,5,2020,4,24
4/25/20,7507.08,6,2020,4,25
4/26/20,7549.52,7,2020,4,26
4/27/20,7699.27,1,2020,4,27
4/28/20,7790.66,2,2020,4,28
4/29/20,7765.33,3,2020,4,29
4/30/20,8777.63,4,2020,4,30
5/1/20,8628.77,5,2020,5,1
5/2/20,8824.66,6,2020,5,2
5/3/20,8973.82,7,2020,5,3
5/4/20,8903.95,1,2020,5,4
5/5/20,8885.93,2,2020,5,5
5/6/20,9030.96,3,2020,5,6
5/7/20,9170.79,4,2020,5,7
5/8/20,10002.48,5,2020,5,8
5/9/20,9821.8,6,2020,5,9
5/10/20,9527.39,7,2020,5,10
5/11/20,8754.46,1,2020,5,11
5/12/20,8617.25,2,2020,5,12
5/13/20,8814.53,3,2020,5,13
5/14/20,9305.93,4,2020,5,14
5/15/20,9790.31,5,2020,5,15
5/16/20,9303.59,6,2020,5,16
5/17/20,9385.7,7,2020,5,17
5/18/20,9669.4,1,2020,5,18
5/19/20,9719.37,2,2020,5,19
5/20/20,9785.74,3,2020,5,20
5/21/20,9510.67,4,2020,5,21
5/22/20,9057.57,5,2020,5,22
5/23/20,9167.26,6,2020,5,23
5/24/20,9178.32,7,2020,5,24
5/25/20,8730.73,1,2020,5,25
5/26/20,8899.66,2,2020,5,26
5/27/20,8842.85,3,2020,5,27
5/28/20,9197.54,4,2020,5,28
5/29/20,9569.21,5,2020,5,29
5/30/20,9425.98,6,2020,5,30
5/31/20,9698.1,7,2020,5,31
6/1/20,9450.84,1,2020,6,1
6/2/20,10204.23,2,2020,6,2
6/3/20,9525.57,3,2020,6,3
6/4/20,9658.04,4,2020,6,4
6/5/20,9794.56,5,2020,6,5
6/6/20,9623.75,6,2020,6,6
6/7/20,9670.43,7,2020,6,7
6/8/20,9753.85,1,2020,6,8
6/9/20,9782.59,2,2020,6,9
6/10/20,9775.15,3,2020,6,10
6/11/20,9892.13,4,2020,6,11
6/12/20,9286.42,5,2020,6,12
6/13/20,9459.97,6,2020,6,13
6/14/20,9473.5,7,2020,6,14
6/15/20,9330.07,1,2020,6,15
6/16/20,9426.7,2,2020,6,16
6/17/20,9526.0,3,2020,6,17
6/18/20,9454.81,4,2020,6,18
6/19/20,9380.03,5,2020,6,19
6/20/20,9300.15,6,2020,6,20
6/21/20,9357.43,7,2020,6,21
6/22/20,9284.78,1,2020,6,22
6/23/20,9691.9,2,2020,6,23
6/24/20,9621.49,3,2020,6,24
6/25/20,9276.58,4,2020,6,25
