Date,Value,BCHAIN-MKPRU_nextday_predict,usd,usd_nextday_predict
12/13/17,16808.36667,17253.38671875,1242.65,1241.4334716796875
12/14/17,16252.31,17716.14453125,1251.0,1239.224365234375
12/15/17,17771.9,17509.435546875,1254.6,1242.018798828125
12/16/17,19498.68333,18244.013671875,0.0,0.0
12/17/17,19279.9,19723.314453125,0.0,0.0
12/18/17,18961.85667,20294.291015625,1260.6,1246.7720947265625
12/19/17,17737.11167,20218.01953125,1260.35,1252.6248779296875
12/20/17,17382.94,19324.34375,1264.55,1256.22998046875
12/21/17,16047.51,18657.736328125,1264.55,1259.1416015625
12/22/17,15190.945,17572.248046875,0.0,0.0
12/23/17,13776.61,16566.38671875,0.0,0.0
12/24/17,13949.175,15308.6455078125,0.0,0.0
12/25/17,14119.02833,14808.1982421875,0.0,0.0
12/26/17,13740.94,14734.05078125,0.0,0.0
12/27/17,15589.32167,14537.8466796875,1279.4,1260.4180908203125
12/28/17,14380.58167,15461.7939453125,1291.0,1266.5787353515625
12/29/17,14214.01,15351.3759765625,0.0,0.0
12/30/17,13215.574,15088.28515625,0.0,0.0
12/31/17,14165.575,14380.7197265625,0.0,0.0
1/1/18,13796.0,14513.9267578125,0.0,0.0
1/2/18,15005.85667,14476.4462890625,1312.05,1276.499267578125
1/3/18,15053.26167,15124.4775390625,1314.9,1292.432373046875
1/4/18,15039.24,15557.75390625,1314.5,1304.623046875
1/5/18,17174.12,15740.533203125,1317.15,1309.8607177734375
1/6/18,17319.198,17031.201171875,0.0,0.0
1/7/18,17155.95,17855.62109375,0.0,0.0
1/8/18,15265.90667,18078.193359375,1319.95,1311.425537109375
1/9/18,14714.25333,16971.82421875,1311.0,1312.136962890625
1/10/18,14437.42,16034.7041015625,1319.75,1308.177734375
1/11/18,13296.794,15467.203125,1323.05,1308.6185302734375
1/12/18,13912.882,14609.2060546875,1326.8,1311.8349609375
1/13/18,13791.19,14522.1240234375,0.0,0.0
1/14/18,13852.92,14497.740234375,0.0,0.0
1/15/18,14012.196,14533.431640625,1339.25,1316.42333984375
1/16/18,13554.14,14642.962890625,1333.85,1325.2327880859375
1/17/18,11116.94667,14448.3310546875,1335.65,1328.865478515625
1/18/18,11345.42333,13004.177734375,1332.2,1330.05322265625
1/19/18,11174.82,12271.0400390625,1334.95,1328.1756591796875
1/20/18,12950.79333,11883.927734375,0.0,0.0
1/21/18,11505.228,12647.50390625,0.0,0.0
1/22/18,11513.42,12469.396484375,1332.6,1327.4249267578125
1/23/18,11223.064,12268.689453125,1333.4,1326.2357177734375
1/24/18,11282.25833,12007.4287109375,1353.7,1325.91748046875
1/25/18,11392.03,11894.0966796875,1354.95,1335.5281982421875
1/26/18,10969.815,11913.7470703125,1353.15,1344.327392578125
1/27/18,11524.77667,11736.33203125,0.0,0.0
1/28/18,11431.37,11900.0341796875,0.0,0.0
1/29/18,11212.655,11991.56640625,1343.85,1347.906494140625
1/30/18,10184.06167,11925.9921875,1344.9,1343.5953369140625
1/31/18,10082.52,11358.2587890625,1345.05,1339.3111572265625
2/1/18,9083.258333,10940.640625,1341.35,1337.020263671875
2/2/18,8901.901667,10255.2373046875,1331.15,1334.773681640625
2/3/18,8852.73,9765.1953125,0.0,0.0
2/4/18,8400.648333,9502.005859375,0.0,0.0
2/5/18,6838.816667,9187.1044921875,1333.6,1329.06103515625
2/6/18,6925.46,8304.171875,1331.4,1326.374267578125
2/7/18,8099.958333,7753.52685546875,1324.65,1324.9757080078125
2/8/18,8240.536667,7995.69775390625,1315.45,1321.7169189453125
2/9/18,8245.08,8349.005859375,1314.1,1315.3719482421875
2/10/18,8319.876566,8589.3984375,0.0,0.0
2/11/18,8343.455,8745.13671875,0.0,0.0
2/12/18,8068.02,8829.671875,1322.3,1310.4923095703125
2/13/18,8597.7675,8740.9609375,1325.35,1311.99072265625
2/14/18,9334.633333,8898.5390625,1336.25,1316.179931640625
2/15/18,9471.64,9369.625,1352.45,1324.315673828125
2/16/18,10127.16167,9763.6484375,1352.1,1337.3460693359375
2/17/18,10841.99167,10286.0947265625,0.0,0.0
2/18/18,11085.83,10944.833984375,0.0,0.0
2/19/18,11110.965,11451.982421875,1346.6,1345.41650390625
2/20/18,11390.39167,11714.0234375,1339.85,1345.181640625
2/21/18,11245.98,11951.7802734375,1330.5,1338.943359375
2/22/18,9931.071667,11998.3056640625,1328.35,1329.254150390625
2/23/18,10162.11667,11339.0947265625,1327.95,1322.1488037109375
2/24/18,10171.3,11000.5791015625,0.0,0.0
2/25/18,9696.593333,10863.06640625,0.0,0.0
2/26/18,10348.60333,10592.1650390625,1333.5,1319.1666259765625
2/27/18,10319.46,10740.2333984375,1325.75,1321.726318359375
2/28/18,10370.165,10870.15234375,1317.85,1321.58984375
3/1/18,11009.38167,10964.4833984375,1307.75,1317.377197265625
3/2/18,10931.12,11319.67578125,1322.3,1309.4007568359375
3/3/18,11326.94833,11510.5546875,0.0,0.0
3/4/18,11430.18167,11782.849609375,0.0,0.0
3/5/18,11516.83,11987.869140625,1320.4,1310.465087890625
3/6/18,10763.19833,12127.8173828125,1331.4,1312.916748046875
3/7/18,10118.058,11810.0966796875,1329.4,1319.7818603515625
3/8/18,9920.46,11256.5361328125,1321.0,1323.8714599609375
3/9/18,9089.278333,10829.71484375,1320.6,1321.2431640625
3/10/18,8746.002,10218.384765625,0.0,0.0
3/11/18,8777.37,9700.70703125,0.0,0.0
3/12/18,9182.843333,9442.7490234375,1319.15,1317.37890625
3/13/18,9154.7,9528.6630859375,1322.75,1314.0452880859375
3/14/18,9153.54,9624.439453125,1323.55,1313.984619140625
3/15/18,8358.121667,9683.619140625,1318.75,1315.367431640625
3/16/18,8530.402,9342.365234375,1310.1,1314.5015869140625
3/17/18,8297.89,9163.080078125,0.0,0.0
3/18/18,8171.415,8978.3046875,0.0,0.0
3/19/18,8412.033333,8817.3173828125,1312.4,1309.5419921875
3/20/18,8605.64,8839.947265625,1311.0,1306.66845703125
3/21/18,8947.753333,8974.8994140625,1321.35,1305.11865234375
3/22/18,8690.408333,9231.98046875,1329.15,1309.399169921875
3/23/18,8725.37,9285.177734375,1346.6,1317.1341552734375
3/24/18,8662.378333,9298.4208984375,0.0,0.0
3/25/18,8617.296667,9269.337890625,0.0,0.0
3/26/18,8457.96,9225.4072265625,1352.4,1330.469482421875
3/27/18,7876.195,9126.1435546875,1341.45,1341.9849853515625
3/28/18,7960.38,8798.4951171875,1332.45,1342.076904296875
3/29/18,7950.61,8612.1748046875,1323.85,1334.0789794921875
3/30/18,6882.531667,8524.2509765625,0.0,0.0
3/31/18,6935.48,8021.73974609375,0.0,0.0
4/1/18,6937.56,7685.384765625,0.0,0.0
4/2/18,7035.848333,7515.3681640625,0.0,0.0
4/3/18,7410.435,7489.427734375,1333.45,1323.1798095703125
4/4/18,7426.48,7664.9560546875,1337.3,1320.904541015625
4/5/18,6826.51,7816.591796875,1327.7,1324.230712890625
4/6/18,6603.876667,7644.24072265625,1331.2,1323.7025146484375
4/7/18,6634.68,7387.5361328125,0.0,0.0
4/8/18,7017.656667,7230.33935546875,0.0,0.0
4/9/18,6699.273333,7317.51806640625,1331.95,1324.1864013671875
4/10/18,6784.41,7282.74609375,1338.95,1325.1627197265625
4/11/18,6926.266667,7278.72802734375,1350.75,1329.1121826171875
4/12/18,7847.845,7343.10791015625,1341.35,1337.598876953125
4/13/18,7941.46,7791.94091796875,1343.7,1338.976318359375
4/14/18,8036.511051,8176.92724609375,0.0,0.0
4/15/18,8340.748333,8436.3173828125,0.0,0.0
4/16/18,8368.1,8698.564453125,1349.35,1338.5379638671875
4/17/18,7895.416926,8861.3056640625,1342.1,1340.1500244140625
4/18/18,8164.937426,8723.6669921875,1351.45,1338.0411376953125
4/19/18,8175.96,8710.7001953125,1348.6,1340.238037109375
4/20/18,8852.718333,8727.7763671875,1336.75,1341.2945556640625
4/21/18,8807.205,9049.33984375,0.0,0.0
4/22/18,8930.6,9269.4013671875,0.0,0.0
4/23/18,8933.861667,9435.94140625,1324.3,1336.03076171875
4/24/18,9555.542,9520.8388671875,1328.85,1325.7142333984375
4/25/18,9658.11,9840.5751953125,1321.65,1320.9591064453125
4/26/18,9258.398333,10107.1865234375,1320.7,1316.9139404296875
4/27/18,9010.32,10058.9658203125,1321.5,1314.8375244140625
4/28/18,8928.55,9861.546875,0.0,0.0
4/29/18,9334.281667,9684.7353515625,0.0,0.0
4/30/18,9259.57,9774.9208984375,1313.2,1314.868896484375
5/1/18,9239.55,9834.6904296875,1307.1,1311.90283203125
5/2/18,9221.426,9855.8623046875,1304.2,1306.715087890625
5/3/18,9639.268333,9851.91015625,1315.05,1301.873779296875
5/4/18,9753.35,10039.578125,1309.4,1304.068359375
5/5/18,9803.306667,10228.5869140625,0.0,0.0
5/6/18,9630.136277,10357.751953125,0.0,0.0
5/7/18,9631.44,10335.4384765625,0.0,0.0
5/8/18,9228.608333,10296.951171875,1306.6,1304.90478515625
5/9/18,9322.041667,10079.8974609375,1313.85,1303.746337890625
5/10/18,9310.37,9974.505859375,1318.8,1305.6014404296875
5/11/18,8468.788,9926.6279296875,1324.35,1309.6231689453125
5/12/18,8484.346667,9518.580078125,0.0,0.0
5/13/18,8463.52,9241.5693359375,0.0,0.0
5/14/18,8652.038333,9093.859375,1319.85,1314.920166015625
5/15/18,8511.458,9118.720703125,1295.0,1316.0579833984375
5/16/18,8471.06,9100.0849609375,1291.25,1304.1640625
5/17/18,8106.118333,9065.8056640625,1289.5,1292.101806640625
5/18/18,8240.055,8877.9169921875,1288.3,1284.57080078125
5/19/18,8239.08,8804.513671875,0.0,0.0
5/20/18,8507.406667,8780.3046875,0.0,0.0
5/21/18,8385.556187,8897.431640625,1288.35,1281.438232421875
5/22/18,8396.63,8935.771484375,1293.05,1281.3736572265625
5/23/18,7555.74,8951.041015625,1289.0,1284.5684814453125
5/24/18,7566.193333,8577.828125,1304.85,1285.7911376953125
5/25/18,7576.78,8303.06640625,1303.5,1292.68994140625
5/26/18,7342.908333,8163.25048828125,0.0,0.0
5/27/18,7361.831667,8005.22216796875,0.0,0.0
5/28/18,7344.56,7921.20703125,0.0,0.0
5/29/18,7459.876667,7879.43994140625,1295.5,1297.625732421875
5/30/18,7385.395,7914.7373046875,1300.7,1296.121337890625
5/31/18,7386.72,7918.5595703125,1305.35,1295.29931640625
6/1/18,7535.146667,7916.8642578125,1294.6,1296.834228515625
6/2/18,7645.146667,7979.6845703125,0.0,0.0
6/3/18,7637.14,8076.8662109375,0.0,0.0
6/4/18,7500.273333,8137.61181640625,1295.45,1293.6480712890625
6/5/18,7615.722142,8107.12353515625,1292.05,1290.8179931640625
6/6/18,7619.43,8123.3193359375,1300.1,1287.8724365234375
6/7/18,7676.271667,8142.64306640625,1297.25,1289.7611083984375
6/8/18,7620.153333,8180.421875,1298.25,1291.195068359375
6/9/18,7615.54,8181.94677734375,0.0,0.0
6/10/18,6776.888333,8174.9345703125,0.0,0.0
6/11/18,6875.678333,7803.73291015625,1299.6,1292.4259033203125
6/12/18,6879.31,7564.73193359375,1298.65,1293.6519775390625
6/13/18,6315.7,7446.5029296875,1296.15,1293.89697265625
6/14/18,6647.013333,7160.740234375,1302.75,1292.60546875
6/15/18,6637.41,7101.64013671875,1285.25,1294.2301025390625
6/16/18,6509.426667,7104.5693359375,0.0,0.0
6/17/18,6464.411667,7066.70703125,0.0,0.0
6/18/18,6445.79,7018.3427734375,1281.55,1288.4171142578125
6/19/18,6737.0,6979.29736328125,1276.15,1281.3653564453125
6/20/18,6714.718333,7079.99365234375,1274.2,1274.7076416015625
6/21/18,6760.83,7158.6357421875,1266.15,1270.332275390625
6/22/18,6332.573333,7222.33740234375,1269.15,1265.3446044921875
6/23/18,6141.605833,7076.81396484375,0.0,0.0
6/24/18,6170.46,6869.9814453125,0.0,0.0
6/25/18,6211.4475,6744.95654296875,1268.7,1263.68310546875
6/26/18,6218.595,6702.55615234375,1260.3,1263.6705322265625
6/27/18,6097.46,6697.8369140625,1254.6,1260.8204345703125
6/28/18,6107.896154,6654.10302734375,1251.55,1255.96435546875
6/29/18,5908.7025,6625.54541015625,1250.45,1251.2020263671875
6/30/18,6223.28,6529.30224609375,0.0,0.0
7/1/18,6374.754167,6587.7275390625,0.0,0.0
7/2/18,6466.069167,6716.8427734375,1247.8,1247.9488525390625
7/3/18,6626.44,6848.8740234375,1251.75,1245.454345703125
7/4/18,6593.289167,6997.265625,1255.65,1245.80859375
7/5/18,6603.376667,7075.98291015625,1255.5,1248.4990234375
7/6/18,6555.51,7113.5458984375,1255.35,1250.79638671875
7/7/18,6594.281667,7107.025390625,0.0,0.0
7/8/18,6753.559167,7110.35986328125,0.0,0.0
7/9/18,6724.04,7181.2177734375,1262.05,1251.913818359375
7/10/18,6510.791667,7224.65869140625,1254.0,1254.785400390625
7/11/18,6377.363333,7155.95654296875,1251.4,1253.692626953125
7/12/18,6403.18,7037.12060546875,1245.9,1250.66796875
7/13/18,6244.3575,6966.2333984375,1241.7,1245.999755859375
7/14/18,6241.0,6866.0390625,0.0,0.0
7/15/18,6248.84,6799.17578125,0.0,0.0
7/16/18,6514.390833,6768.58935546875,1241.1,1241.064208984375
7/17/18,6869.910833,6868.2822265625,1232.8,1237.869140625
7/18/18,7321.62,7104.0634765625,1224.5,1233.396484375
7/19/18,7396.401667,7466.2900390625,1217.55,1227.2374267578125
7/20/18,7428.045,7741.18212890625,1228.75,1220.4305419921875
7/21/18,7334.99,7900.740234375,0.0,0.0
7/22/18,7451.289167,7930.17041015625,0.0,0.0
7/23/18,7689.884167,7971.17529296875,1224.95,1220.368408203125
7/24/18,7715.1,8099.65673828125,1228.35,1221.2020263671875
7/25/18,8251.165,8202.2509765625,1231.5,1223.3902587890625
7/26/18,8187.324167,8494.98828125,1228.25,1226.359619140625
7/27/18,7939.81,8672.4921875,1223.95,1227.11767578125
7/28/18,8182.251667,8644.4287109375,0.0,0.0
7/29/18,8206.341667,8697.7109375,0.0,0.0
7/30/18,8220.91,8750.9169921875,1223.8,1225.0999755859375
7/31/18,7916.800833,8787.67578125,1220.95,1222.771728515625
8/1/18,7570.869167,8668.9443359375,1219.0,1220.0877685546875
8/2/18,7607.7,8418.6630859375,1215.45,1217.5799560546875
8/3/18,7394.499167,8265.3740234375,1216.3,1214.7965087890625
8/4/18,7247.769167,8097.94921875,0.0,0.0
8/5/18,7011.28,7934.3349609375,0.0,0.0
8/6/18,6988.079167,7736.5986328125,1209.65,1213.353271484375
8/7/18,6993.513333,7604.1103515625,1212.35,1210.4976806640625
8/8/18,6718.23,7539.66748046875,1209.55,1209.314453125
8/9/18,6396.7725,7396.78515625,1214.35,1208.1417236328125
8/10/18,6396.494667,7161.7158203125,1214.4,1209.2213134765625
8/11/18,6138.96,7003.90625,0.0,0.0
8/12/18,6311.131667,6815.56591796875,0.0,0.0
8/13/18,6347.07,6769.439453125,1200.35,1210.6859130859375
8/14/18,6252.13,6784.830078125,1197.0,1206.562744140625
8/15/18,6362.676923,6768.73388671875,1182.0,1200.889404296875
8/16/18,6342.629231,6800.37744140625,1180.4,1191.4285888671875
8/17/18,6312.75,6821.02978515625,1178.4,1183.6868896484375
8/18/18,6436.720833,6819.79345703125,0.0,0.0
8/19/18,6404.063333,6867.0439453125,0.0,0.0
8/20/18,6486.58,6891.9482421875,1184.35,1178.7049560546875
8/21/18,6401.246154,6938.1640625,1190.95,1178.6180419921875
8/22/18,6575.229167,6935.03759765625,1196.65,1182.670654296875
8/23/18,6354.57,6997.2392578125,1192.35,1188.806396484375
8/24/18,6543.645714,6955.177734375,1197.7,1191.9251708984375
8/25/18,6719.429231,6989.79931640625,0.0,0.0
8/26/18,6738.27,7099.359375,0.0,0.0
8/27/18,6719.266154,7188.82080078125,0.0,0.0
8/28/18,7000.04,7231.33837890625,1212.25,1194.64306640625
8/29/18,7078.19,7366.73486328125,1204.2,1201.310791015625
8/30/18,6932.6625,7498.55810546875,1197.3,1203.8702392578125
8/31/18,6981.946154,7514.419921875,1202.45,1201.4556884765625
9/1/18,7018.78,7522.373046875,0.0,0.0
9/2/18,7247.935385,7540.029296875,0.0,0.0
9/3/18,7260.949231,7650.267578125,1200.05,1199.9954833984375
9/4/18,7265.08,7738.8310546875,1190.85,1198.4891357421875
9/5/18,7113.069231,7789.40283203125,1196.7,1194.2784423828125
9/6/18,6433.271667,7745.8984375,1205.15,1192.8553466796875
9/7/18,6501.19,7410.4296875,1198.9,1196.003173828125
9/8/18,6366.1075,7186.2119140625,0.0,0.0
9/9/18,6286.425833,7013.740234375,0.0,0.0
9/10/18,6240.98,6887.82861328125,1196.6,1197.436767578125
9/11/18,6296.320833,6803.17919921875,1189.85,1196.9859619140625
9/12/18,6273.1375,6784.09716796875,1195.6,1193.6348876953125
9/13/18,6326.04,6776.33203125,1209.8,1192.5517578125
9/14/18,6499.0625,6796.435546875,1201.95,1197.7177734375
9/15/18,6518.655,6886.24755859375,0.0,0.0
9/16/18,6522.39,6962.44677734375,0.0,0.0
9/17/18,6400.600833,7007.4990234375,1201.9,1200.3636474609375
9/18/18,6296.631667,6977.068359375,1200.2,1201.1395263671875
9/19/18,6342.39,6900.18994140625,1203.3,1200.2996826171875
9/20/18,6418.562667,6863.57177734375,1208.35,1200.276611328125
9/21/18,6669.990833,6881.21533203125,1198.7,1202.338134765625
9/22/18,6756.12,7008.83251953125,0.0,0.0
9/23/18,6710.445,7144.9287109375,0.0,0.0
9/24/18,6639.304167,7210.3232421875,1202.75,1200.8486328125
9/25/18,6583.45,7205.763671875,1201.9,1200.1728515625
9/26/18,6468.631667,7165.15234375,1194.25,1199.707763671875
9/27/18,6535.476667,7084.7265625,1185.4,1196.7623291015625
9/28/18,6686.08,7056.66845703125,1187.25,1190.9539794921875
9/29/18,6550.474167,7113.24072265625,0.0,0.0
9/30/18,6593.135,7107.1435546875,0.0,0.0
10/1/18,6611.02,7110.20849609375,1189.35,1186.9951171875
10/2/18,6562.641667,7120.92626953125,1204.7,1185.8946533203125
10/3/18,6470.4025,7108.2880859375,1201.2,1191.68701171875
10/4/18,6483.73,7057.21630859375,1203.45,1196.6253662109375
10/5/18,6568.549167,7024.39990234375,1203.8,1200.270263671875
10/6/18,6581.486667,7043.43359375,0.0,0.0
10/7/18,6573.62,7070.49658203125,0.0,0.0
10/8/18,6618.567692,7085.42919921875,1186.95,1202.155517578125
10/9/18,6621.711667,7111.02783203125,1185.55,1196.5609130859375
10/10/18,6626.85,7129.57177734375,1188.6,1189.938232421875
10/11/18,6248.635833,7141.41064453125,1205.55,1186.422607421875
10/12/18,6260.530833,6987.9111328125,1219.75,1191.29052734375
10/13/18,6247.0,6869.06005859375,0.0,0.0
10/14/18,6299.399167,6797.37939453125,0.0,0.0
10/15/18,6452.571667,6785.572265625,1229.95,1202.5819091796875
10/16/18,6599.17,6854.93115234375,1230.7,1215.8792724609375
10/17/18,6596.276154,6975.18994140625,1229.05,1225.125244140625
10/18/18,6568.040769,7057.38525390625,1223.0,1228.5919189453125
10/19/18,6509.61,7087.6689453125,1227.85,1226.19873046875
10/20/18,6488.825833,7070.4296875,0.0,0.0
10/21/18,6531.601667,7041.27392578125,0.0,0.0
10/22/18,6504.78,7038.828125,1222.3,1224.44677734375
10/23/18,6481.426,7031.208984375,1235.95,1221.409912109375
10/24/18,6508.31,7016.244140625,1230.55,1224.3660888671875
10/25/18,6489.77,7017.36328125,1230.8,1226.2203369140625
10/26/18,6473.753333,7013.53369140625,1233.85,1227.2213134765625
10/27/18,6465.9175,7003.8017578125,0.0,0.0
10/28/18,6457.21,6993.55712890625,0.0,0.0
10/29/18,6382.668333,6983.603515625,1230.8,1228.7698974609375
10/30/18,6309.452857,6946.40869140625,1225.4,1228.7506103515625
10/31/18,6301.61,6888.1005859375,1214.95,1226.1766357421875
11/1/18,6342.280833,6845.40869140625,1231.15,1219.8209228515625
11/2/18,6387.674167,6839.55810546875,1232.1,1220.8079833984375
11/3/18,6390.42,6862.42822265625,0.0,0.0
11/4/18,6391.873333,6883.45556640625,0.0,0.0
11/5/18,6436.965,6896.68701171875,1232.25,1224.2557373046875
11/6/18,6437.76,6921.95947265625,1231.6,1227.354248046875
11/7/18,6538.79,6939.732421875,1229.95,1228.8870849609375
11/8/18,6486.251667,6991.31103515625,1224.15,1228.6080322265625
11/9/18,6444.97,7006.8349609375,1211.4,1225.5496826171875
11/10/18,6399.033333,6991.99560546875,0.0,0.0
11/11/18,6378.268333,6957.62646484375,0.0,0.0
11/12/18,6408.53,6924.22509765625,1205.55,1217.916748046875
11/13/18,6372.063333,6916.90625,1202.1,1209.592041015625
11/14/18,6176.155,6902.52392578125,1203.25,1203.0069580078125
11/15/18,5756.77,6811.12646484375,1211.85,1200.0155029296875
11/16/18,5596.1925,6567.48046875,1222.4,1202.6104736328125
11/17/18,5558.243333,6324.59423828125,0.0,0.0
11/18/18,5572.44,6160.67333984375,0.0,0.0
11/19/18,5303.9425,6082.2705078125,1221.6,1210.155517578125
11/20/18,4671.97,5944.29443359375,1223.0,1216.351318359375
11/21/18,4491.98,5596.568359375,1226.1,1220.192138671875
11/22/18,4548.7975,5269.47802734375,1227.05,1222.7576904296875
11/23/18,4309.3375,5091.23974609375,1223.65,1224.07861328125
11/24/18,4352.98,4918.5751953125,0.0,0.0
11/25/18,3823.511667,4830.080078125,0.0,0.0
11/26/18,3920.536667,4590.845703125,1223.4,1223.0418701171875
11/27/18,3793.35,4445.35693359375,1221.2,1221.4427490234375
11/28/18,4103.453846,4325.322265625,1213.25,1219.4168701171875
11/29/18,4263.783333,4372.68359375,1226.25,1215.09375
11/30/18,4278.77,4502.81103515625,1217.55,1216.5987548828125
12/1/18,4116.7775,4612.17041015625,0.0,0.0
12/2/18,4167.546667,4616.3603515625,0.0,0.0
12/3/18,4140.6,4615.14306640625,1230.3,1216.2977294921875
12/4/18,3961.493333,4602.69091796875,1240.3,1220.41357421875
12/5/18,3858.349167,4524.5126953125,1235.9,1228.2801513671875
12/6/18,3744.98,4421.828125,1242.55,1232.6973876953125
12/7/18,3405.643333,4308.83984375,1243.3,1236.7313232421875
12/8/18,3435.34,4108.24755859375,0.0,0.0
12/9/18,3453.66,3972.30029296875,0.0,0.0
12/10/18,3523.96,3906.906494140625,1245.35,1239.1822509765625
12/11/18,3426.19,3908.129638671875,1245.3,1240.8175048828125
12/12/18,3407.28,3889.34375,1245.75,1241.414794921875
12/13/18,3406.7625,3866.514404296875,1242.75,1241.563720703125
12/14/18,3278.374167,3850.934814453125,1235.35,1240.3150634765625
12/15/18,3242.42,3795.324462890625,0.0,0.0
12/16/18,3271.238333,3736.990966796875,0.0,0.0
12/17/18,3392.405,3709.203369140625,1241.65,1236.2559814453125
12/18/18,3556.54,3743.056396484375,1246.3,1235.4176025390625
12/19/18,3808.0425,3840.442626953125,1255.0,1237.8431396484375
12/20/18,3982.850833,4012.35693359375,1259.75,1243.9217529296875
12/21/18,4135.19,4206.84423828125,1258.15,1250.7421875
12/22/18,3910.973333,4394.9013671875,0.0,0.0
12/23/18,4027.478333,4428.80859375,0.0,0.0
12/24/18,3995.17,4458.6865234375,0.0,0.0
12/25/18,3813.88,4463.6123046875,0.0,0.0
12/26/18,3825.379167,4392.28662109375,0.0,0.0
12/27/18,3848.21,4333.955078125,1268.0,1254.3929443359375
12/28/18,3743.905,4308.1298828125,1279.0,1259.394287109375
12/29/18,3912.285833,4260.130859375,0.0,0.0
12/30/18,3770.36,4288.0703125,0.0,0.0
12/31/18,3791.545833,4270.076171875,0.0,0.0
1/1/19,3752.271667,4256.37744140625,0.0,0.0
1/2/19,3855.88,4233.58544921875,1282.9,1267.132568359375
1/3/19,3865.7975,4255.52197265625,1290.45,1274.0506591796875
1/4/19,3822.626667,4283.2578125,1279.9,1280.844482421875
1/5/19,3856.62,4286.06396484375,0.0,0.0
1/6/19,3920.456667,4294.77294921875,0.0,0.0
1/7/19,4036.093333,4325.38330078125,1292.2,1280.0628662109375
1/8/19,4032.25,4393.40771484375,1286.45,1282.3236083984375
1/9/19,4034.138333,4443.94873046875,1288.6,1281.9990234375
1/10/19,3812.585833,4472.96630859375,1291.9,1281.9912109375
1/11/19,3646.25,4402.59130859375,1288.95,1283.55322265625
1/12/19,3646.345833,4272.5673828125,0.0,0.0
1/13/19,3599.841667,4175.66943359375,0.0,0.0
1/14/19,3531.96,4103.51123046875,1292.75,1283.7822265625
1/15/19,3656.785,4037.973876953125,1294.4,1285.2408447265625
1/16/19,3621.270833,4044.32080078125,1292.3,1287.222900390625
1/17/19,3621.43,4052.142333984375,1290.7,1287.66650390625
1/18/19,3632.395,4058.0712890625,1284.2,1286.7716064453125
1/19/19,3690.523333,4065.634765625,0.0,0.0
1/20/19,3703.98,4092.443359375,0.0,0.0
1/21/19,3548.4275,4119.01953125,1279.55,1283.06396484375
1/22/19,3540.02,4077.9697265625,1282.1,1278.13720703125
1/23/19,3587.35,4032.87451171875,1279.8,1276.0653076171875
1/24/19,3566.4,4020.263916015625,1283.7,1274.8741455078125
1/25/19,3586.25,4011.88916015625,1293.9,1276.2266845703125
1/26/19,3577.79,4015.181640625,0.0,0.0
1/27/19,3576.3,4017.133544921875,0.0,0.0
1/28/19,3554.5,4017.76171875,1302.15,1282.1866455078125
1/29/19,3448.58,4009.892822265625,1307.55,1290.616455078125
1/30/19,3421.6,3963.634765625,1310.7,1298.4755859375
1/31/19,3470.0,3915.04150390625,1323.25,1303.9066162109375
2/1/19,3444.81,3901.011962890625,1318.7,1311.47998046875
2/2/19,3475.33,3890.771484375,0.0,0.0
2/3/19,3506.22,3896.625,0.0,0.0
2/4/19,3456.02,3915.77880859375,1312.15,1313.997314453125
2/5/19,3452.35,3912.81591796875,1314.2,1310.6959228515625
2/6/19,3467.34,3904.486328125,1312.4,1307.8988037109375
2/7/19,3405.7,3903.32861328125,1310.0,1305.693603515625
2/8/19,3394.76,3881.422607421875,1314.85,1303.7657470703125
2/9/19,3661.08,3858.465087890625,0.0,0.0
2/10/19,3664.38,3941.8759765625,0.0,0.0
2/11/19,3686.29,4022.004638671875,1306.4,1305.168212890625
2/12/19,3629.47,4081.451171875,1310.0,1303.40234375
2/13/19,3632.42,4093.706298828125,1312.8,1303.253662109375
2/14/19,3614.5,4091.50146484375,1311.45,1304.962158203125
2/15/19,3600.31,4079.690185546875,1316.55,1305.93359375
2/16/19,3608.2,4064.402587890625,0.0,0.0
2/17/19,3619.55,4056.67041015625,0.0,0.0
2/18/19,3670.74,4057.729248046875,1325.5,1308.5323486328125
2/19/19,3910.8,4079.6376953125,1334.15,1314.4107666015625
2/20/19,3926.53,4188.36474609375,1343.75,1322.49267578125
2/21/19,3987.18,4284.421875,1331.25,1331.8612060546875
2/22/19,3944.88,4366.119140625,1329.05,1331.259765625
2/23/19,3983.48,4398.83251953125,0.0,0.0
2/24/19,4139.6,4422.63720703125,0.0,0.0
2/25/19,3766.89,4494.29638671875,1331.05,1326.69921875
2/26/19,3848.33,4409.4365234375,1325.05,1323.758056640625
2/27/19,3831.45,4350.8486328125,1322.85,1319.89794921875
2/28/19,3833.23,4312.2802734375,1319.15,1316.7427978515625
3/1/19,3850.08,4292.84423828125,1311.95,1313.79296875
3/2/19,3834.62,4291.33056640625,0.0,0.0
3/3/19,3831.44,4288.86474609375,0.0,0.0
3/4/19,3814.58,4285.9990234375,1285.4,1309.26123046875
3/5/19,3730.98,4277.6728515625,1283.8,1294.8082275390625
3/6/19,3872.25,4239.5732421875,1285.85,1283.49169921875
3/7/19,3876.85,4261.2060546875,1285.3,1279.068359375
3/8/19,3886.82,4290.19091796875,1296.75,1278.690185546875
3/9/19,3875.96,4314.31103515625,0.0,0.0
3/10/19,3950.56,4324.52783203125,0.0,0.0
3/11/19,3928.17,4355.86083984375,1292.75,1284.854248046875
